Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote
100045,ADVENTHEALTH DELAND,701 W PLYMOUTH AVE,DELAND,FL,32720,VOLUSIA,(386) 943-4522,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4,,8,7,0,7,0,,8,6,2,4,0,,11,7,0,6,1,,15,15,,10,9,
100046,Adventhealth Zephyrhills,7050 GALL BLVD,ZEPHYRHILLS,FL,33541,PASCO,(813) 615-7219,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,8,6,0,6,0,,8,5,1,4,0,,11,7,3,3,1,,15,15,,10,7,
100049,HCA FLORIDA HIGHLANDS HOSPITAL,3600 S HIGHLANDS AVE,SEBRING,FL,33870,HIGHLANDS,(863) 385-6101,Acute Care Hospitals,Proprietary,Yes,,3,,8,7,0,7,0,,8,5,1,4,0,,11,6,0,5,1,,15,15,,10,8,
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1475 W 49TH ST,HIALEAH,FL,33012,MIAMI-DADE,(305) 558-2500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,8,4,0,4,0,,8,4,0,4,0,,11,4,1,3,0,,15,10,,10,6,
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,1900 DON WICKHAM DR,CLERMONT,FL,34711,LAKE,(352) 394-4071,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,8,7,2,5,0,,8,7,2,5,0,,11,8,2,5,1,,15,15,,10,9,
100052,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,POLK,(863) 293-1121,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,0,7,1,,8,6,1,5,0,,11,10,0,7,3,,15,15,,10,9,
100053,HIALEAH HOSPITAL,651 E 25TH ST,HIALEAH,FL,33013,MIAMI-DADE,(305) 693-6100,Acute Care Hospitals,Proprietary,Yes,,3,,8,4,1,3,0,,8,6,1,5,0,,11,4,0,3,1,,15,15,,10,7,
100054,HCA FLORIDA TWIN CITIES HOSPITAL,2190 HWY 85 N,NICEVILLE,FL,32578,OKALOOSA,(850) 678-4131,Acute Care Hospitals,Proprietary,Yes,,5,,8,4,1,3,0,,8,3,1,2,0,,11,6,0,5,1,,15,15,,10,8,
100055,ADVENTHEALTH NORTH PINELLAS,1395 S PINELLAS AVE,TARPON SPRINGS,FL,34689,PINELLAS,(813) 615-7219,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,4,,8,7,0,7,0,,8,5,1,4,0,,11,7,0,4,3,,15,15,,10,7,
100057,ADVENTHEALTH WATERMAN,1000 WATERMAN WAY,TAVARES,FL,32778,LAKE,(352) 253-3368,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,4,,8,8,2,6,0,,8,7,1,6,0,,11,9,3,6,0,,15,15,,10,7,
100062,ADVENTHEALTH OCALA,1500 SW 1ST AVE,OCALA,FL,34474,MARION,(352) 351-7200,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,8,8,0,8,0,,8,6,4,2,0,,11,9,0,9,0,,15,15,,10,7,
100063,MORTON PLANT NORTH BAY HOSPITAL,6600 MADISON STREET,NEW PORT RICHEY,FL,34652,PASCO,(727) 842-8468,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,8,6,0,5,1,,8,6,2,4,0,,11,7,0,5,2,,15,15,,10,6,
100067,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,PINELLAS,(727) 825-1100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3,,8,7,0,7,0,,8,6,2,4,0,,11,9,0,8,1,,15,15,,10,8,
100068,ADVENTHEALTH DAYTONA BEACH,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,FL,32117,VOLUSIA,(386) 231-6000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,8,8,2,6,0,,8,8,1,7,0,,11,9,1,8,0,,15,15,,10,8,
100069,AdventHealth Carrollwood,7171 N DALE MABRY HWY,TAMPA,FL,33614,HILLSBOROUGH,(813) 615-7219,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3,,8,6,0,6,0,,8,7,1,6,0,,11,7,0,7,0,,15,15,,10,7,
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,HERNANDO,(352) 796-5111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,8,7,0,5,2,,8,5,2,3,0,,11,7,0,4,3,,15,15,,10,6,
100072,ADVENTHEALTH FISH MEMORIAL,1055 SAXON BLVD,ORANGE CITY,FL,32763,VOLUSIA,(386) 917-5000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,8,7,1,6,0,,8,6,2,4,0,,11,7,1,5,1,,15,15,,10,8,
100073,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,FT LAUDERDALE,FL,33308,BROWARD,(954) 771-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4,,8,8,0,8,0,,8,7,1,6,0,,11,11,2,8,1,,15,15,,10,9,
100075,ST JOSEPHS HOSPITAL,3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33607,HILLSBOROUGH,(813) 870-4398,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,8,8,1,7,0,,8,7,4,3,0,,11,10,1,6,3,,15,15,,10,9,
100077,Adventhealth Port Charlotte,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,CHARLOTTE,(941) 766-4122,Acute Care Hospitals,Proprietary,Yes,Y,1,,8,8,0,8,0,,8,7,3,4,0,,11,8,0,6,2,,15,15,,10,7,
100080,HCA FLORIDA JFK HOSPITAL,5301 S CONGRESS AVE,ATLANTIS,FL,33462,PALM BEACH,(561) 965-7300,Acute Care Hospitals,Proprietary,Yes,,2,,8,8,1,7,0,,8,8,2,6,0,,11,9,0,6,3,,15,15,,10,8,
100084,UF HEALTH LEESBURG HOSPITAL,600 E DIXIE AVE,LEESBURG,FL,34748,LAKE,(352) 323-5762,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,1,7,0,,8,7,1,5,1,,11,9,1,6,2,,15,15,,10,8,
100086,BROWARD HEALTH NORTH,201 E SAMPLE RD,DEERFIELD BEACH,FL,33064,BROWARD,(954) 786-6400,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,,8,7,0,7,0,,8,7,2,5,0,,11,10,0,8,2,,15,15,,10,8,
100087,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,SARASOTA,(941) 917-9000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,5,,8,8,3,5,0,,8,8,5,3,0,,11,11,2,7,2,,15,15,,10,9,
100088,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,DUVAL,(904) 202-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,2,6,0,,8,8,4,3,1,,11,11,2,7,2,,15,15,,10,10,
100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,ST. JOHNS,(904) 819-5155,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,0,8,0,,8,8,1,7,0,,11,9,1,7,1,,15,15,,10,9,
100093,BAPTIST HOSPITAL,123 BAPTIST WAY,PENSACOLA,FL,32503,ESCAMBIA,(850) 434-4011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,0,8,0,,8,7,2,5,0,,11,11,0,10,1,,15,15,,10,10,
100099,ADVENTHEALTH LAKE WALES,410 S 11TH ST,LAKE WALES,FL,33853,POLK,(863) 676-1433,Acute Care Hospitals,Proprietary,Yes,,2,,8,6,0,6,0,,8,3,0,3,0,,11,6,1,4,1,,15,15,,10,7,
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3,,8,5,2,3,0,,8,4,0,3,1,,11,6,0,2,4,,15,10,,10,5,
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,1000 36TH ST,VERO BEACH,FL,32960,INDIAN RIVER,(772) 567-4311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,1,7,0,,8,7,2,5,0,,11,11,4,7,0,,15,15,,10,8,
100107,HCA FLORIDA LEHIGH HOSPITAL,1500 LEE BLVD,LEHIGH ACRES,FL,33936,LEE,(239) 369-2101,Acute Care Hospitals,Proprietary,Yes,,2,,8,4,0,4,0,,8,3,1,2,0,,11,5,0,4,1,,15,15,,10,7,
100109,ADVENTHEALTH SEBRING,4200 SUN N LAKE BLVD,SEBRING,FL,33872,HIGHLANDS,(863) 314-4466,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,0,7,0,,8,7,3,3,1,,11,10,0,10,0,,15,15,,10,8,
100110,HCA FLORIDA OSCEOLA HOSPITAL,700 WEST OAK STREET,KISSIMMEE,FL,34741,OSCEOLA,(407) 846-2266,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,8,0,8,0,,8,7,4,3,0,,11,8,0,4,4,,15,15,,10,6,
100113,UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,ALACHUA,(352) 265-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,8,3,5,0,,8,8,4,4,0,,11,11,2,7,2,,15,15,,10,9,
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,DUVAL,(904) 247-2900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,7,0,7,0,,8,8,1,7,0,,11,8,1,5,2,,15,15,,10,9,
100118,AdventHealth Palm Coast,60 MEMORIAL MEDICAL PKWY,PALM COAST,FL,32164,FLAGLER,(386) 586-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,5,,8,7,1,6,0,,8,5,2,3,0,,11,8,1,4,3,,15,15,,10,8,
100121,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,FL,33830,POLK,(863) 533-8111,Acute Care Hospitals,Proprietary,Yes,,3,,8,5,0,5,0,,8,3,0,3,0,,11,6,0,4,2,,15,15,,10,7,
100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,FL,32539,OKALOOSA,(850) 689-8100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,0,7,0,,8,6,1,5,0,,11,9,1,7,1,,15,15,,10,8,
100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,SANTA ROSA,(850) 626-7762,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,5,0,5,0,,8,6,1,5,0,,11,7,0,6,1,,15,15,,10,8,
100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,MIAMI-DADE,(786) 243-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,5,0,5,0,,8,5,1,4,0,,11,6,0,6,0,,15,15,,10,8,
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,PINELLAS,(727) 381-1000,Acute Care Hospitals,Proprietary,Yes,,4,,8,6,0,6,0,,8,5,1,4,0,,11,7,1,5,1,,15,15,,10,7,
100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,PINELLAS,(727) 462-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,1,7,0,,8,8,2,6,0,,11,11,1,8,2,,15,15,,10,7,
100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33606,HILLSBOROUGH,(813) 844-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,3,5,0,,8,8,3,4,1,,11,11,0,7,4,,15,15,,10,8,
100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,FL,33430,PALM BEACH,(561) 996-6571,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,8,1,0,1,0,,8,2,0,2,0,,11,1,0,1,0,,15,Not Available,5.0,10,6,
100131,HCA FLORIDA AVENTURA HOSPITAL,20900 BISCAYNE BLVD,AVENTURA,FL,33180,MIAMI-DADE,(305) 682-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,8,7,2,5,0,,8,7,2,5,0,,11,8,0,6,2,,15,15,,10,7,
100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,HILLSBOROUGH,(813) 757-1200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,6,0,6,0,,8,6,1,5,0,,11,9,2,7,0,,15,15,,10,7,
100134,ED FRASER MEMORIAL HOSPITAL,159 N 3RD ST,MACCLENNY,FL,32063,BAKER,(904) 259-3151,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1,,8,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,3,1,,15,5,,10,6,
100135,TALLAHASSEE MEMORIAL HEALTHCARE,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,LEON,(850) 431-1155,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,0,8,0,,8,8,3,5,0,,11,11,3,7,1,,15,15,,10,9,
100137,ADVENTHEALTH HEART OF FLORIDA,40100 HWY 27,DAVENPORT,FL,33837,POLK,(863) 422-4971,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,7,0,7,0,,8,7,2,5,0,,11,8,0,6,2,,15,15,,10,7,
10013F,NH Jacksonville,2080 Child St,Jacksonville,FL,32214,DUVAL,(904) 542-7300,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,22.0,Not Available,Not Available,22.0
100140,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,NASSAU,(904) 321-3500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,8,6,0,6,0,,8,3,1,2,0,,11,6,1,5,0,,15,15,,10,9,
100142,JACKSON HOSPITAL,4250 HOSPITAL DR,MARIANNA,FL,32446,JACKSON,(850) 526-2200,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,8,5,0,3,2,,8,3,0,3,0,,11,9,0,8,1,,15,15,,10,9,
100150,LOWER KEYS MEDICAL CENTER,5900 COLLEGE ROAD,KEY WEST,FL,33040,MONROE,(305) 294-5531,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,4,1,3,0,,8,5,0,5,0,,11,7,0,6,1,,15,15,,10,9,
100151,MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,DUVAL,(904) 953-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,5,,8,8,6,2,0,,8,7,4,3,0,,11,11,1,9,1,,15,15,,10,8,
100154,SOUTH MIAMI HOSPITAL,6200 SW 73RD ST,MIAMI,FL,33143,MIAMI-DADE,(786) 662-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,1,7,0,,8,7,3,4,0,,11,8,1,5,2,,15,15,,10,9,
100156,HCA FLORIDA LAKE CITY HOSPITAL,340 NW COMMERCE DR,LAKE CITY,FL,32055,COLUMBIA,(386) 719-9000,Acute Care Hospitals,Proprietary,Yes,,3,,8,6,0,6,0,,8,6,1,5,0,,11,7,1,4,2,,15,15,,10,7,
100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,(863) 687-1100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,8,8,1,6,1,,8,8,3,3,2,,11,11,0,7,4,,15,15,,10,8,
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,Not Available,16,8,3,2,1,0,,8,1,0,1,0,,11,4,0,1,3,,15,Not Available,5.0,10,Not Available,5.0
100161,CENTRAL FLORIDA LAKE MONROE HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,FL,32771,SEMINOLE,(407) 321-4500,Acute Care Hospitals,Proprietary,Yes,,2,,8,8,0,8,0,,8,7,1,6,0,,11,8,1,5,2,,15,15,,10,7,
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,5731 BEE RIDGE RD,SARASOTA,FL,34233,SARASOTA,(941) 342-1100,Acute Care Hospitals,Proprietary,Yes,,4,,8,7,0,7,0,,8,7,2,5,0,,11,8,0,6,2,,15,15,,10,7,
100167,HCA FLORIDA MERCY HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,33317,BROWARD,(954) 587-5010,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,7,2,5,0,,8,8,2,6,0,,11,7,0,5,2,,15,15,,10,7,
100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,PALM BEACH,(561) 955-4200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,8,1,7,0,,8,8,2,6,0,,11,11,2,8,1,,15,15,,10,8,
100173,ADVENTHEALTH TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,HILLSBOROUGH,(813) 615-7200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,0,8,0,,8,8,1,7,0,,11,9,1,6,2,,15,15,,10,8,
100175,DESOTO MEMORIAL HOSPITAL,900 N ROBERT AVE,ARCADIA,FL,34266,DE SOTO,(863) 494-3535,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,8,4,0,4,0,,8,2,0,2,0,,11,5,0,5,0,,15,15,,10,9,
100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,FL,33410,PALM BEACH,(561) 622-1411,Acute Care Hospitals,Proprietary,Yes,,2,,8,8,0,8,0,,8,7,1,6,0,,11,9,0,7,2,,15,15,,10,7,
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32931,BREVARD,(321) 799-7111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,8,7,0,7,0,,8,6,1,5,0,,11,8,2,4,2,,15,15,,10,8,
100179,HCA FLORIDA MEMORIAL HOSPITAL,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,DUVAL,(904) 702-6111,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,8,0,8,0,,8,7,3,3,1,,11,9,1,7,1,,15,15,,10,7,
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,6500 38TH AVE N,SAINT PETERSBURG,FL,33710,PINELLAS,(727) 384-1414,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,4,0,4,0,,8,5,1,4,0,,11,5,0,3,2,,15,15,,10,7,
100181,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVE,SOUTH MIAMI,FL,33143,MIAMI-DADE,(305) 284-7500,Acute Care Hospitals,Proprietary,Yes,,1,,8,3,0,3,0,,8,4,0,4,0,,11,3,0,0,3,,15,5,,10,6,
100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,CORAL GABLES,FL,33134,MIAMI-DADE,(305) 445-8461,Acute Care Hospitals,Proprietary,Yes,,3,,8,4,0,4,0,,8,2,0,2,0,,11,5,1,3,1,,15,15,,10,6,
100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,MIAMI-DADE,(305) 823-5000,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,6,0,6,0,,8,7,3,4,0,,11,7,2,4,1,,15,15,,10,7,
100189,HCA FLORIDA NORTHWEST HOSPITAL,2801 N STATE RD 7,MARGATE,FL,33063,BROWARD,(954) 974-0400,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,7,0,7,0,,8,7,2,5,0,,11,7,0,4,3,,15,15,,10,7,
100191,HCA FLORIDA TRINITY HOSPITAL,9330 SR 54,TRINITY,FL,34655,PASCO,(727) 834-4900,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,7,0,7,0,,8,8,2,6,0,,11,8,0,4,4,,15,15,,10,7,
100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,BROWARD,(954) 776-8500,Acute Care Hospitals,Government - Hospital District or Authority,No,,3,,8,4,0,4,0,,8,7,1,6,0,,11,6,0,5,1,,15,15,,10,8,
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,6500 W NEWBERRY RD,GAINESVILLE,FL,32605,ALACHUA,(352) 333-4100,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,0,8,0,,8,8,3,5,0,,11,9,0,7,2,,15,15,,10,7,
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,2901 W SWANN AVE,TAMPA,FL,33609,HILLSBOROUGH,(813) 873-6400,Acute Care Hospitals,Proprietary,Yes,,5,,8,6,0,6,0,,8,3,1,2,0,,11,6,1,4,1,,15,15,,10,8,
100209,HCA FLORIDA KENDALL HOSPITAL,11750 BIRD RD,MIAMI,FL,33175,MIAMI-DADE,(305) 223-3000,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,7,1,6,0,,8,7,3,4,0,,11,7,1,4,2,,15,15,,10,7,
100211,ADVENTHEALTH DADE CITY,13100 FT KING RD,DADE CITY,FL,33525,PASCO,(352) 568-1100,Acute Care Hospitals,Proprietary,No,,4,,8,6,0,6,0,,8,3,1,2,0,,11,6,1,4,1,,15,15,,10,7,
100212,MARION COMMUNTIY HOSPITAL,1431 SW 1ST AVE,OCALA,FL,34471,MARION,(352) 401-1000,Acute Care Hospitals,Proprietary,Yes,,1,,8,8,0,5,3,,8,7,4,2,1,,11,9,0,6,3,,15,15,,10,7,
100213,HCA FLORIDA BLAKE HOSPITAL,2020 59TH ST W,BRADENTON,FL,34209,MANATEE,(941) 798-6110,Acute Care Hospitals,Proprietary,Yes,,2,,8,8,0,8,0,,8,7,2,5,0,,11,9,0,5,4,,15,15,,10,7,
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,13695 US HWY 1,SEBASTIAN,FL,32958,INDIAN RIVER,(772) 589-3187,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,8,7,0,7,0,,8,4,1,3,0,,11,7,3,4,0,,15,15,,10,7,
10021F,96th Medical Group (Eglin AFB),96 MDG 307 Boatner Rd Suite 114,Eglin AFB,FL,32542,OKALOOSA,(850) 883-8600,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,22.0,Not Available,Not Available,22.0
100220,GULF COAST MEDICAL CENTER LEE HEALTH,13681 DOCTORS WAY,FORT MYERS,FL,33912,LEE,(239) 343-1000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,,8,7,3,4,0,,8,8,2,6,0,,11,10,0,7,3,,15,15,,10,8,
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FORT WALTON BEACH,FL,32547,OKALOOSA,(850) 862-1111,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,1,7,0,,8,7,1,6,0,,11,9,0,5,4,,15,15,,10,8,
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,BROWARD,(954) 721-2200,Acute Care Hospitals,Proprietary,Yes,,2,,8,5,0,5,0,,8,6,1,5,0,,11,6,0,3,3,,15,15,,10,7,
100226,HCA FLORIDA ORANGE PARK HOSPITAL,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,CLAY,(904) 276-8500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,8,8,0,8,0,,8,7,1,5,1,,11,9,3,5,1,,15,15,,10,7,
100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,BROWARD,(954) 473-6600,Acute Care Hospitals,Proprietary,No,,2,,8,8,0,7,1,,8,6,4,2,0,,11,8,0,6,2,,15,15,,10,7,
100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,BROWARD,(954) 962-9650,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,,8,4,0,4,0,,8,6,1,5,0,,11,5,0,4,1,,15,15,,10,8,
100231,HCA FLORIDA WEST HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,ESCAMBIA,(850) 494-4000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,0,8,0,,8,8,2,6,0,,11,9,0,8,1,,15,15,,10,8,
100232,HCA FLORIDA PUTNAM HOSPITAL,611 ZEAGLER DR,PALATKA,FL,32177,PUTNAM,(386) 328-5711,Acute Care Hospitals,Proprietary,Yes,,2,,8,6,0,5,1,,8,5,1,4,0,,11,8,0,6,2,,15,15,,10,7,
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,CHARLOTTE,(941) 629-1181,Acute Care Hospitals,Proprietary,Yes,,1,,8,8,0,8,0,,8,7,1,6,0,,11,9,0,5,4,,15,15,,10,7,
100238,HCA FLORIDA NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,PINELLAS,(727) 521-5121,Acute Care Hospitals,Proprietary,Yes,,1,,8,8,1,7,0,,8,6,2,4,0,,11,9,0,6,3,,15,15,,10,7,
100242,HCA FLORIDA GULF COAST HOSPITAL,449 W 23RD ST,PANAMA CITY,FL,32405,BAY,(850) 747-7926,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,7,0,7,0,,8,7,1,6,0,,11,8,1,7,0,,15,15,,10,9,
100243,HCA FLORIDA BRANDON HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,HILLSBOROUGH,(813) 916-0600,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,2,6,0,,8,8,1,7,0,,11,9,0,6,3,,15,15,,10,7,
100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,LEE,(239) 424-2000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,8,7,1,6,0,,8,7,3,4,0,,11,7,1,4,2,,15,15,,10,9,
